,RK,TEAM,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,YEAR
247,17,Atlanta Hawks,82,19730,43.6,88.0,0.496,2.3,6.8,0.34,41.3,81.3,0.509,22.3,28.9,0.772,14.6,28.4,43.0,27.2,8.5,4.9,16.4,24.9,111.9,1990
248,18,Phoenix Suns,82,19855,42.4,91.1,0.465,2.4,6.8,0.355,40.0,84.3,0.474,19.0,26.0,0.733,14.4,28.0,42.5,25.5,8.1,4.7,15.1,25.8,106.2,1990
249,19,Portland Trail Blazers,82,19880,39.5,85.3,0.46399999999999997,2.7,8.1,0.331,36.9,77.2,0.478,22.6,29.5,0.767,12.5,27.8,40.3,23.9,7.9,5.1,17.6,24.6,104.4,1990
250,20,New Jersey Nets,82,19705,41.7,86.1,0.485,1.7,5.2,0.336,40.0,81.0,0.494,23.4,30.6,0.765,14.0,31.8,45.8,23.0,9.4,5.9,17.4,23.1,108.6,1990
251,21,Charlotte Hornets,82,19755,42.6,85.8,0.49700000000000005,1.6,5.2,0.314,41.0,80.5,0.509,23.1,29.5,0.784,13.2,33.7,46.9,25.6,7.9,4.8,17.0,21.7,109.9,1990
252,22,Indiana Pacers,82,19880,43.4,89.9,0.48200000000000004,2.2,6.7,0.32,41.2,83.2,0.496,22.4,29.8,0.753,14.6,28.6,43.2,24.2,8.9,4.0,14.8,25.1,111.4,1990
253,23,Washington Bullets,82,19830,42.8,90.1,0.474,1.7,5.8,0.3,41.0,84.4,0.486,22.5,28.9,0.777,14.6,30.5,45.1,23.8,7.8,5.2,14.6,21.7,109.7,1990
254,24,Miami Heat,82,19730,41.2,84.4,0.488,1.9,5.6,0.342,39.3,78.9,0.498,24.7,32.7,0.755,13.5,29.7,43.3,25.0,10.4,5.7,17.7,21.5,108.9,1990
255,25,Denver Nuggets,82,19805,41.3,84.3,0.489,1.9,5.9,0.317,39.4,78.4,0.502,22.3,28.9,0.77,11.7,32.7,44.5,23.8,7.0,5.3,17.4,22.0,106.7,1990
256,26,Golden State Warriors,82,19705,43.3,90.7,0.478,3.0,8.4,0.35600000000000004,40.3,82.3,0.49,23.0,30.3,0.759,17.2,29.8,47.0,26.8,9.4,4.9,16.4,25.5,112.6,1990
257,27,Orlando Magic,82,19805,45.0,90.3,0.498,2.3,6.5,0.353,42.7,83.8,0.509,22.1,29.1,0.758,13.6,29.9,43.5,27.1,8.5,6.5,14.2,24.0,114.3,1990
258,1,Detroit Pistons,82,19805,40.3,88.9,0.45299999999999996,2.1,6.6,0.312,38.2,82.3,0.46399999999999997,22.1,28.7,0.77,13.2,30.0,43.2,22.9,7.7,3.8,14.9,26.2,104.6,1991
259,2,Los Angeles Lakers,82,19830,43.1,93.4,0.462,2.3,7.4,0.311,40.8,86.0,0.475,16.4,21.9,0.752,14.5,28.1,42.7,25.7,8.6,4.3,15.1,23.4,105.0,1991
260,3,Utah Jazz,82,19780,41.0,89.3,0.45899999999999996,2.6,8.5,0.307,38.4,80.8,0.475,20.6,26.6,0.773,14.0,29.0,43.0,23.7,8.7,5.2,16.0,25.4,105.1,1991
261,4,Chicago Bulls,82,19755,41.5,87.5,0.475,2.4,8.0,0.304,39.1,79.5,0.49200000000000005,19.7,25.6,0.77,13.5,27.5,41.0,25.6,8.0,4.4,17.8,23.2,105.2,1991
262,5,San Antonio Spurs,82,19830,40.1,89.5,0.44799999999999995,2.7,8.6,0.31,37.4,80.9,0.46299999999999997,20.4,26.9,0.7609999999999999,13.8,27.9,41.6,23.7,9.8,5.4,15.5,24.7,103.3,1991
263,6,Houston Rockets,82,19855,41.0,89.8,0.456,2.2,7.6,0.295,38.7,82.2,0.47100000000000003,19.7,25.6,0.7709999999999999,15.2,29.8,45.1,24.1,8.7,4.4,17.4,21.9,103.9,1991
264,7,New York Knicks,82,19955,43.2,90.7,0.47600000000000003,2.3,6.9,0.336,40.9,83.8,0.488,18.6,24.1,0.773,14.2,29.6,43.8,25.3,9.2,4.7,15.7,23.0,107.3,1991
265,8,Sacramento Kings,82,19705,40.4,86.0,0.47,2.0,6.3,0.316,38.4,79.7,0.48200000000000004,26.3,34.5,0.7609999999999999,15.0,32.7,47.7,24.6,9.0,5.8,16.9,23.8,109.1,1991
266,9,Minnesota Timberwolves,82,19905,43.4,88.5,0.49,2.2,6.6,0.33899999999999997,41.1,81.9,0.502,21.9,29.0,0.757,14.3,31.1,45.4,28.0,6.7,6.7,16.2,22.1,110.9,1991
267,10,Milwaukee Bucks,82,19855,41.4,85.2,0.486,2.4,7.2,0.32899999999999996,39.0,78.0,0.5,22.1,29.1,0.759,13.9,29.1,43.0,25.4,8.9,5.8,19.3,24.0,107.2,1991
268,11,Cleveland Cavaliers,82,19830,44.0,90.5,0.486,2.1,6.4,0.32299999999999995,41.9,84.1,0.498,18.6,24.4,0.764,14.0,30.5,44.5,27.3,9.0,5.0,15.6,24.1,108.7,1991
269,12,Dallas Mavericks,82,19805,43.1,89.4,0.48200000000000004,2.3,7.5,0.305,40.8,81.9,0.498,21.9,29.6,0.74,14.4,32.0,46.4,26.1,8.4,5.1,14.8,22.9,110.3,1991
270,13,Seattle SuperSonics,82,19880,41.2,84.6,0.488,2.6,7.9,0.327,38.6,76.6,0.504,23.4,30.9,0.759,13.9,27.0,40.9,23.2,9.1,5.6,18.6,22.8,108.5,1991
271,14,Philadelphia 76ers,82,20080,44.2,92.8,0.47600000000000003,2.4,8.2,0.297,41.7,84.6,0.493,17.3,22.4,0.774,14.4,31.5,45.9,27.7,8.6,4.9,14.7,23.3,108.1,1991
272,15,Boston Celtics,82,19805,42.1,93.0,0.452,2.4,7.5,0.313,39.7,85.5,0.465,20.2,25.6,0.7859999999999999,14.7,27.1,41.8,25.3,9.1,4.7,13.9,20.4,106.7,1991
273,16,Portland Trail Blazers,82,19905,39.8,87.3,0.456,2.8,8.8,0.32299999999999995,37.0,78.5,0.47100000000000003,21.8,28.1,0.777,12.9,28.2,41.2,24.6,7.6,4.2,16.8,24.9,104.3,1991
274,17,Washington Bullets,82,19855,42.1,90.2,0.466,2.1,6.9,0.299,40.0,83.3,0.48,21.8,28.4,0.7709999999999999,15.3,30.6,45.9,23.1,9.0,6.1,15.5,22.0,108.1,1991
275,18,Los Angeles Clippers,82,19805,40.5,86.8,0.467,2.4,7.2,0.336,38.1,79.6,0.478,23.1,30.7,0.752,13.5,30.3,43.8,24.0,9.4,6.0,16.0,22.9,106.5,1991
276,19,New Jersey Nets,82,19830,41.1,87.9,0.46799999999999997,1.7,5.4,0.308,39.5,82.5,0.479,23.5,30.4,0.773,15.7,30.8,46.5,21.2,10.1,6.6,17.7,23.1,107.4,1991
277,20,Phoenix Suns,82,19730,41.7,90.3,0.462,2.2,7.0,0.312,39.5,83.3,0.474,20.5,27.0,0.76,14.4,27.7,42.1,23.7,8.2,5.6,15.4,24.8,106.1,1991
278,21,Miami Heat,82,19780,40.8,85.2,0.478,2.1,6.3,0.337,38.6,79.0,0.489,24.4,31.8,0.767,14.4,28.9,43.3,24.5,10.4,6.1,17.9,24.0,108.1,1991
279,22,Charlotte Hornets,82,19805,42.5,86.1,0.493,2.0,6.2,0.316,40.5,79.9,0.507,23.5,30.4,0.772,14.3,31.3,45.7,26.7,8.4,6.0,17.5,22.9,110.4,1991
280,23,Atlanta Hawks,82,19755,44.0,88.9,0.494,2.7,7.7,0.349,41.3,81.3,0.508,19.6,25.5,0.767,13.3,30.8,44.1,28.6,8.5,4.4,15.9,25.1,110.1,1991
281,24,Orlando Magic,82,19780,42.1,88.2,0.478,2.7,8.2,0.331,39.4,80.0,0.493,22.9,29.9,0.767,13.4,30.5,43.8,25.8,8.6,8.0,14.8,24.2,109.9,1991
282,25,Indiana Pacers,82,19805,43.6,89.0,0.49,2.3,7.4,0.305,41.4,81.6,0.507,22.6,30.4,0.743,14.7,28.2,42.9,25.2,8.9,4.3,15.4,24.8,112.1,1991
283,26,Golden State Warriors,82,19805,41.5,86.0,0.48200000000000004,2.6,8.0,0.322,38.9,77.9,0.499,24.8,32.7,0.758,15.1,29.0,44.1,25.3,8.5,5.1,17.9,25.8,110.3,1991
284,27,Denver Nuggets,82,19730,43.6,85.2,0.512,2.1,5.4,0.386,41.5,79.8,0.52,25.4,32.8,0.775,13.3,32.8,46.1,26.7,8.1,5.6,16.3,19.7,114.7,1991
285,1,Detroit Pistons,82,19780,41.8,92.4,0.45299999999999996,2.8,8.3,0.33799999999999997,39.0,84.1,0.46399999999999997,18.8,24.7,0.762,14.8,29.9,44.6,25.1,8.5,4.9,14.8,25.4,105.3,1992
286,2,New York Knicks,82,19855,40.1,87.5,0.45799999999999996,2.3,7.9,0.295,37.8,79.6,0.474,21.7,28.2,0.767,13.2,29.1,42.3,23.1,8.7,5.1,16.2,23.4,104.2,1992
287,3,Chicago Bulls,82,19830,41.1,89.4,0.46,2.8,8.4,0.332,38.3,80.9,0.473,19.6,25.4,0.768,13.9,27.8,41.7,23.6,8.1,4.5,16.5,23.1,104.5,1992
288,4,San Antonio Spurs,82,19780,40.5,89.5,0.452,3.1,8.8,0.34700000000000003,37.4,80.7,0.46399999999999997,20.0,26.0,0.77,13.9,29.8,43.7,23.7,9.5,5.8,15.8,22.8,104.1,1992
289,5,Los Angeles Lakers,82,19830,44.6,92.9,0.48,2.3,7.8,0.292,42.3,85.1,0.498,17.4,22.8,0.762,16.2,31.2,47.4,28.4,7.8,5.1,16.4,24.0,108.9,1992
290,6,Los Angeles Clippers,82,19830,40.3,87.7,0.45899999999999996,2.8,8.1,0.34600000000000003,37.5,79.6,0.47,21.4,28.2,0.759,14.4,30.7,45.1,22.4,8.8,5.4,17.5,23.5,104.7,1992
